d w z q
1560 1987 23 5
1560 2547 43 5
1560 2008 23 5
1560 379 23 5
1560 379 23 5
1560 2712 23 5
1560 2712 23 5
1560 3310 23 5
1560 3310 23 5
1560 2183 23 5
1560 2183 13 5
1561 3757 2 8
1561 3757 2 8
1561 3755 2 8
1561 1150 2 8
1561 1382 14 6
1561 1644 2 8
1561 1644 2 8
1561 1739 28 5
1561 1739 28 5
1561 1739 28 5
1561 1739 28 5
1561 2474 2 8
1561 2474 2 8
1561 3235 2 8
1562 1002 29 5
1562 3067 53 3
1562 2768 57 1
1562 1739 28 5
1562 1739 28 5
1562 1739 28 5
1562 1922 53 3
1562 945 29 5
1563 1586 43 5
1563 1512 29 5
1563 2781 28 5
1563 2378 43 5
1563 3530 43 5
1563 1739 28 5
1563 1739 43 5
1563 3373 43 5
1563 53 28 5
1563 2377 29 5
1563 958 43 5
1564 131 10 2
1564 1891 49 3
1564 1002 29 5
1564 3186 46 6
1564 227 10 2
1564 813 10 2
1564 628 49 3
1564 1739 29 5
1564 1740 29 5
1564 2209 49 3
1565 1554 28 5
1565 1554 0 8
1565 2509 0 8
1565 3025 0 8
1565 1183 0 8
1565 3715 0 8
1565 1739 28 5
1565 1739 28 5
1565 3027 0 8
1566 1167 15 7
1566 1167 17 1
1566 1438 15 7
1566 1438 15 7
1566 1438 15 7
1566 385 15 7
1566 385 15 7
1566 1647 15 7
1566 1739 28 5
1566 1739 28 5
1567 261 0 8
1567 1928 0 8
1567 3044 28 5
1567 3044 28 5
1567 2290 19 7
1567 1078 0 8
1567 1623 28 5
1567 1739 28 5
1567 1739 28 5
1567 1739 28 5
1567 2401 28 5
1568 3675 57 1
1568 1725 23 5
1568 1725 28 5
1568 1993 28 5
1568 1538 28 5
1568 1538 21 4
1568 3626 28 5
1568 2927 28 5
1568 2057 23 5
1568 2165 28 5
1568 1739 28 5
1568 1739 28 5
1568 1739 28 5
1568 667 23 5
1569 393 0 8
1569 393 0 8
1569 393 0 8
1569 261 0 8
1569 261 0 8
1569 1739 28 5
1569 1739 28 5
1570 1881 35 2
1570 388 28 5
1570 388 28 5
1570 1738 0 8
1570 1738 28 5
1570 1739 28 5
1570 1739 28 5
1570 1739 28 5
1570 1926 28 5
1571 3594 13 5
1571 1989 40 2
1571 1801 0 8
1571 1739 28 5
1571 1739 28 5
1571 1826 28 5
1572 976 20 1
1572 1125 49 3
1572 1125 49 3
1572 2326 11 3
1572 2326 11 3
1572 1993 31 3
1572 1993 28 5
1572 1993 31 3
1572 1633 31 3
1572 1739 28 5
1572 1739 28 5
1573 3377 28 5
1573 3487 28 5
1573 1782 28 5
1573 1739 28 5
1573 1739 28 5
1573 1739 28 5
1573 1739 28 5
1573 1624 28 5
1573 1624 28 5
1573 3373 43 5
1573 3266 28 5
1574 2007 28 5
1574 1751 43 5
1574 2509 28 5
1574 813 43 5
1574 3530 43 5
1574 1739 28 5
1574 1739 28 5
1574 1739 28 5
1574 3373 43 5
1574 3634 43 5
1574 3634 43 5
1574 2301 43 5
1574 3817 28 5
1574 3817 28 5
1574 3817 43 5
1574 3817 43 5
1575 1586 43 5
1575 217 43 5
1575 1751 43 5
1575 756 43 5
1575 901 43 5
1575 3530 43 5
1575 3530 43 5
1575 1029 43 5
1575 1739 28 5
1575 1739 43 5
1575 3373 43 5
1575 3373 43 5
1575 3634 43 5
1575 958 43 5
1575 3817 43 5
1575 3817 43 5
1575 3817 43 5
1575 2172 43 5
1575 2172 43 5
1576 3040 11 3
1576 3186 46 6
1576 1631 1 8
1576 1396 32 0
1576 1029 43 5
1576 1739 43 5
1576 1739 43 5
1576 1643 43 5
1576 1643 43 5
1576 1643 43 5
1577 1891 49 3
1577 1891 49 3
1577 2742 16 0
1577 768 28 5
1577 768 28 5
1577 1587 28 5
1577 1587 28 5
1577 2070 16 0
1577 2929 28 5
1577 1739 28 5
1577 1739 28 5
1577 2690 45 6
1577 2793 39 0
1578 2174 29 5
1578 1512 29 5
1578 1697 29 5
1578 69 29 5
1578 580 13 5
1578 1076 29 5
1578 1076 29 5
1578 1076 29 5
1578 2382 29 5
1578 2378 29 5
1578 1739 29 5
1578 1739 29 5
1578 1739 29 5
1578 2175 29 5
1578 2175 29 5
1579 1891 49 3
1579 1891 49 3
1579 1891 49 3
1579 1891 49 3
1579 3186 46 6
1579 217 43 5
1579 2788 49 3
1579 1316 49 3
1579 1739 43 5
1579 1739 43 5
1579 1739 28 5
1579 1643 43 5
1579 1643 43 5
1579 1643 43 5
1579 1807 43 5
1580 2869 2 8
1580 1631 29 5
1580 1512 29 5
1580 3377 28 5
1580 2167 29 5
1580 1544 2 8
1580 901 2 8
1580 901 2 8
1580 1498 2 8
1580 1498 2 8
1580 1950 2 8
1580 1176 29 5
1580 1812 22 6
1580 2382 29 5
1580 2378 29 5
1580 1467 2 8
1580 1739 28 5
1580 1739 28 5
1580 1739 28 5
1580 3583 2 8
1581 191 46 6
1581 191 46 6
1581 3057 46 6
1581 1847 46 6
1581 1631 17 1
1581 3137 46 6
1581 1776 46 6
1581 3132 46 6
1581 760 17 1
1581 1507 17 1
1581 877 46 6
1581 1308 46 6
1582 128 0 8
1582 128 0 8
1582 128 0 8
1582 1072 0 8
1582 1072 0 8
1582 1739 28 5
1582 1739 28 5
1582 1739 28 5
1583 1891 49 3
1583 1891 49 3
1583 2901 28 5
1583 2444 49 3
1583 2946 49 3
1583 227 49 3
1583 2788 49 3
1583 1666 28 5
1583 476 49 3
1583 476 49 3
1583 145 28 5
1583 1739 28 5
1583 1739 28 5
1583 1739 28 5
1583 1182 49 3
1583 1182 49 3
1584 1891 49 3
1584 217 23 5
1584 191 26 2
1584 191 26 2
1584 1512 29 5
1584 3690 29 5
1584 33 28 5
1584 2378 29 5
1584 1298 29 5
1584 1739 28 5
1584 1739 28 5
1584 1739 28 5
1584 809 29 5
1585 1586 13 5
1585 2782 13 5
1585 2782 13 5
1585 2471 13 5
1585 1751 13 5
1585 2509 13 5
1585 3487 13 5
1585 3487 13 5
1585 768 13 5
1585 768 28 5
1585 768 13 5
1585 1739 28 5
1585 1739 28 5
1585 1739 28 5
1585 39 13 5
1585 39 13 5
1586 1586 13 5
1586 498 28 5
1586 1798 28 5
1586 2475 13 5
1586 2746 13 5
1586 2759 13 5
1586 768 28 5
1586 238 13 5
1586 1739 28 5
1586 1739 28 5
1586 2714 28 5
1586 56 28 5
1586 1182 29 5
1586 3694 28 5
1586 3741 13 5
1587 1002 29 5
1587 1512 29 5
1587 535 29 5
1587 768 28 5
1587 1747 29 5
1587 1633 28 5
1587 1457 29 5
1587 1666 28 5
1587 1666 28 5
1587 1739 28 5
1587 2714 28 5
1587 525 29 5
1587 525 28 5
1587 525 28 5
1587 1746 28 5
1587 1746 28 5
1587 1746 28 5
1587 280 28 5
1587 280 28 5
1587 280 28 5
1587 280 28 5
1587 1363 28 5
1587 1363 29 5
1587 1363 29 5
1587 1363 28 5
1588 131 10 2
1588 2471 28 5
1588 1751 43 5
1588 14 28 5
1588 1282 13 5
1588 2608 43 5
1588 1739 28 5
1588 1739 28 5
1588 3634 28 5
1588 3634 43 5
1588 3817 28 5
1588 3817 43 5
1588 1283 43 5
1588 1283 43 5
1588 1572 31 3
1589 2919 31 3
1589 1065 13 5
1589 1065 13 5
1589 1739 28 5
1589 1739 28 5
1589 1739 28 5
1590 1958 2 8
1590 3757 2 8
1590 3757 2 8
1590 3755 2 8
1590 1150 2 8
1590 1151 28 5
1590 3588 2 8
1590 1417 2 8
1590 1316 2 8
1590 473 28 5
1590 473 28 5
1590 473 28 5
1590 473 28 5
1590 2160 28 5
1590 1595 2 8
1591 2410 28 5
1591 2750 13 5
1591 866 28 5
1591 866 28 5
1591 802 28 5
1591 3482 28 5
1591 2444 28 5
1591 876 28 5
1591 1371 28 5
1591 970 23 5
1591 985 13 5
1591 3058 13 5
1591 2914 28 5
1591 473 28 5
1591 473 28 5
1591 473 28 5
1591 473 28 5
1591 801 28 5
1592 3303 13 5
1592 1554 13 5
1592 473 28 5
1592 473 28 5
1592 473 28 5
1593 1751 23 5
1593 2082 28 5
1593 768 43 5
1593 970 23 5
1593 2853 45 6
1593 859 28 5
1593 3072 28 5
1593 798 45 6
1593 3738 28 5
1593 473 28 5
1593 473 28 5
1593 473 28 5
1593 473 28 5
1593 1589 23 5
1593 858 28 5
1593 1291 23 5
1594 468 28 5
1594 768 23 5
1594 798 13 5
1594 1263 28 5
1594 1263 28 5
1594 473 28 5
1594 473 28 5
1594 445 28 5
1594 1589 23 5
1595 217 28 5
1595 1971 9 1
1595 1371 23 5
1595 1592 28 5
1595 3283 23 5
1595 1922 23 5
1595 1922 28 5
1595 473 28 5
1595 473 28 5
1595 473 28 5
1595 1589 23 5
1595 1923 28 5
1596 3487 28 5
1596 901 28 5
1596 158 28 5
1596 158 28 5
1596 3588 28 5
1596 3420 28 5
1596 473 28 5
1596 473 28 5
1596 2159 2 8
1596 1595 29 5
1596 1595 2 8
1596 463 28 5
1596 2813 2 8
1597 2565 28 5
1597 2565 28 5
1597 1970 9 1
1597 859 28 5
1597 1656 9 1
1597 1656 9 1
1597 2221 9 1
1597 473 28 5
1597 473 28 5
1597 473 28 5
1597 473 28 5
1598 802 28 5
1598 1371 28 5
1598 468 28 5
1598 468 28 5
1598 3550 17 1
1598 3550 17 1
1598 1683 28 5
1598 2045 23 5
1598 2045 23 5
1598 2045 23 5
1598 3738 23 5
1598 3738 28 5
1598 3738 23 5
1598 3738 28 5
1598 3738 23 5
1598 473 28 5
1598 473 28 5
1598 2044 23 5
1599 3612 45 6
1599 2923 23 5
1599 2923 13 5
1599 802 13 5
1599 1631 13 5
1599 716 13 5
1599 876 0 8
1599 1371 23 5
1599 970 23 5
1599 970 23 5
1599 970 23 5
1599 3543 23 5
1599 2045 23 5
1599 2045 23 5
1599 2045 23 5
1599 3738 23 5
1599 3738 23 5
1599 3738 23 5
1599 3738 23 5
1599 473 23 5
1599 2043 23 5
1599 1589 23 5
1600 1586 13 5
1600 866 23 5
1600 560 13 5
1600 560 2 8
1600 1512 13 5
1600 34 28 5
1600 1061 28 5
1600 3388 28 5
1600 473 28 5
1600 473 28 5
1600 473 28 5
1600 473 28 5
1600 1083 23 5
1600 1588 28 5
1601 2410 13 5
1601 2410 13 5
1601 802 28 5
1601 802 28 5
1601 1371 28 5
1601 468 28 5
1601 2758 13 5
1601 473 28 5
1601 473 28 5
1601 1083 23 5
1601 1589 23 5
1601 1084 23 5
1602 3612 45 6
1602 1751 13 5
1602 1751 13 5
1602 802 28 5
1602 716 13 5
1602 876 28 5
1602 1371 28 5
1602 1371 23 5
1602 1371 23 5
1602 1371 23 5
1602 1465 13 5
1602 970 23 5
1602 2045 23 5
1602 3738 23 5
1602 407 13 5
1602 473 28 5
1602 2411 13 5
1603 1751 29 5
1603 2444 28 5
1603 2444 28 5
1603 964 29 5
1603 964 2 8
1603 901 28 5
1603 901 29 5
1603 3440 29 5
1603 473 28 5
1603 473 28 5
1603 473 28 5
1603 473 28 5
1603 473 28 5
1603 473 28 5
1603 473 28 5
1603 473 28 5
1603 473 28 5
1603 3374 29 5
1604 217 28 5
1604 3267 2 8
1604 1151 28 5
1604 3588 2 8
1604 418 2 8
1604 418 2 8
1604 1149 2 8
1604 473 28 5
1604 473 28 5
1604 473 28 5
1604 473 28 5
1604 1595 28 5
1604 1595 28 5
1604 2712 28 5
1605 866 28 5
1605 2090 28 5
1605 802 28 5
1605 802 28 5
1605 802 28 5
1605 473 28 5
1605 473 28 5
1605 473 28 5
1605 1783 28 5
1605 801 28 5
1606 1586 13 5
1606 1586 13 5
1606 1351 23 5
1606 1351 23 5
1606 1751 13 5
1606 566 28 5
1606 566 28 5
1606 566 28 5
1606 566 28 5
1606 566 28 5
1606 566 40 2
1606 1151 28 5
1606 3775 13 5
1606 2080 28 5
1606 473 28 5
1606 473 28 5
1606 473 28 5
1606 473 28 5
1606 473 28 5
1606 473 28 5
1606 473 28 5
1606 1783 28 5
1606 801 28 5
1606 832 13 5
1607 468 28 5
1607 468 28 5
1607 1232 28 5
1607 473 28 5
1607 473 28 5
1607 473 28 5
1607 473 28 5
1607 446 29 5
1607 446 28 5
1608 2410 13 5
1608 3482 28 5
1608 2045 23 5
1608 2045 28 5
1608 3738 23 5
1608 3738 23 5
1608 473 28 5
1608 473 28 5
1608 473 28 5
1608 801 23 5
1608 801 28 5
1609 1586 13 5
1609 1351 23 5
1609 585 23 5
1609 2014 23 5
1609 566 28 5
1609 566 28 5
1609 1371 23 5
1609 1371 23 5
1609 121 28 5
1609 2215 28 5
1609 2769 23 5
1609 473 28 5
1609 473 28 5
1609 1524 28 5
1609 1524 28 5
1609 1291 23 5
1609 1291 28 5
1609 1291 23 5
1609 3204 28 5
1609 495 23 5
1610 866 28 5
1610 866 13 5
1610 24 16 0
1610 2914 28 5
1610 2914 8 0
1610 2914 28 5
1610 3775 13 5
1610 3775 13 5
1610 467 28 5
1610 473 28 5
1610 473 28 5
1610 473 28 5
1611 2410 13 5
1611 1853 28 5
1611 473 28 5
1611 473 28 5
1611 473 28 5
1611 473 28 5
1611 473 28 5
1611 801 28 5
1611 3071 28 5
1611 3071 28 5
1612 2606 11 3
1612 2606 11 3
1612 2606 11 3
1612 3786 28 5
1612 1190 2 8
1612 3774 2 8
1612 473 28 5
1612 473 28 5
1612 473 28 5
1612 473 28 5
1612 473 28 5
1612 3039 2 8
1612 3740 2 8
1612 774 2 8
1613 2410 13 5
1613 2410 13 5
1613 2923 13 5
1613 3388 28 5
1613 3738 28 5
1613 216 43 5
1613 473 28 5
1613 473 28 5
1613 473 28 5
1613 473 28 5
1613 2160 28 5
1613 1595 28 5
1614 2410 23 5
1614 802 28 5
1614 876 28 5
1614 1371 23 5
1614 1371 23 5
1614 1371 23 5
1614 1853 23 5
1614 1465 13 5
1614 1232 23 5
1614 407 28 5
1614 473 28 5
1614 473 28 5
1614 3701 28 5
1614 2184 28 5
1615 3169 17 1
1615 3169 24 4
1615 2633 51 0
1615 970 23 5
1615 970 28 5
1615 970 23 5
1615 467 38 4
1615 467 51 0
1615 473 28 5
1615 473 28 5
1615 473 28 5
1615 473 28 5
1615 473 28 5
1615 473 28 5
1615 473 28 5
1615 1783 28 5
1615 1783 28 5
1616 866 28 5
1616 388 28 5
1616 2840 28 5
1616 2840 51 0
1616 468 28 5
1616 465 28 5
1616 473 28 5
1616 473 28 5
1616 473 28 5
1616 473 28 5
1616 473 28 5
1616 445 28 5
1616 445 28 5
1616 2194 28 5
1616 2194 28 5
1616 3701 28 5
1617 1586 23 5
1617 1427 28 5
1617 1598 28 5
1617 468 28 5
1617 468 28 5
1617 3283 23 5
1617 473 28 5
1617 473 28 5
1617 473 28 5
1617 473 28 5
1617 1589 23 5
1617 1856 23 5
1617 1856 23 5
1617 1856 23 5
1617 1084 23 5
1618 217 2 8
1618 1150 2 8
1618 539 54 3
1618 1151 28 5
1618 3588 2 8
1618 1217 2 8
1618 1078 28 5
1618 473 28 5
1618 473 28 5
1618 473 28 5
1618 2160 28 5
1618 2157 2 8
1619 2742 23 5
1619 3757 2 8
1619 3757 2 8
1619 3755 2 8
1619 1150 2 8
1619 1371 23 5
1619 970 23 5
1619 970 23 5
1619 970 23 5
1619 970 23 5
1619 3653 2 8
1619 1061 23 5
1619 473 28 5
1619 473 28 5
1619 473 28 5
1619 1083 23 5
1619 2347 23 5
1619 2347 2 8
1619 2347 23 5
1620 1586 13 5
1620 1793 13 5
1620 1751 13 5
1620 1725 13 5
1620 756 13 5
1620 1801 17 1
1620 2746 13 5
1620 2167 13 5
1620 1111 13 5
1620 2703 13 5
1620 2703 13 5
1620 1065 13 5
1620 1065 13 5
1620 1065 13 5
1620 1065 13 5
1620 2170 13 5
1620 3002 13 5
1620 3002 13 5
1621 728 13 5
1621 3757 2 8
1621 3757 2 8
1621 3755 2 8
1621 1150 2 8
1621 2167 43 5
1621 1697 13 5
1621 683 24 4
1621 1065 13 5
1621 3373 43 5
1621 2170 13 5
1621 2170 13 5
1621 2170 13 5
1621 2170 13 5
1622 1554 13 5
1622 355 2 8
1622 1986 2 8
1622 598 13 5
1622 624 29 5
1622 2170 13 5
1622 2170 13 5
1622 2170 13 5
1623 3619 9 1
1623 1793 13 5
1623 802 28 5
1623 3482 17 1
1623 1371 13 5
1623 1420 28 5
1623 1366 13 5
1623 2703 13 5
1623 1065 13 5
1623 1065 13 5
1623 1065 13 5
1623 2170 13 5
1623 2170 13 5
1623 2170 13 5
1623 2172 13 5
1624 217 13 5
1624 217 13 5
1624 1751 13 5
1624 1725 13 5
1624 1725 13 5
1624 716 13 5
1624 1465 13 5
1624 810 13 5
1624 614 13 5
1624 2164 13 5
1624 2703 13 5
1624 1065 13 5
1624 1065 13 5
1624 1065 13 5
1624 407 13 5
1624 2170 13 5
1624 2170 13 5
1624 2170 13 5
1624 2269 13 5
1624 2269 13 5
1624 2172 13 5
1625 716 13 5
1625 1512 13 5
1625 2378 13 5
1625 2170 13 5
1625 2170 13 5
1625 2170 13 5
1625 1006 13 5
1625 2183 13 5
1626 2361 15 7
1626 2361 15 7
1626 3603 57 1
1626 3490 15 7
1626 3490 15 7
1626 763 15 7
1626 2353 15 7
1626 1065 13 5
1626 2170 13 5
1626 2170 13 5
1627 3057 13 5
1627 1751 10 2
1627 760 13 5
1627 3005 13 5
1627 1156 35 2
1627 3006 13 5
1627 2170 13 5
1627 2170 13 5
1628 3046 0 8
1628 624 0 8
1628 2170 13 5
1628 2170 13 5
1628 2170 13 5
1629 377 0 8
1629 377 0 8
1629 1132 17 1
1629 59 1 8
1629 1662 0 8
1630 131 10 2
1630 3186 46 6
1630 2742 13 5
1630 1751 46 6
1630 1512 29 5
1630 2703 13 5
1630 2382 29 5
1630 2378 29 5
1630 1065 13 5
1630 3342 13 5
1630 2170 13 5
1630 2175 29 5
1630 2175 29 5
1631 2750 31 3
1631 3594 31 3
1631 3594 31 3
1631 2923 31 3
1631 3433 31 3
1631 662 26 2
1631 3673 26 2
1631 3132 31 3
1631 2129 31 3
1631 799 26 2
1631 993 51 0
1631 262 31 3
1631 3557 31 3
1631 2170 13 5
1631 2170 13 5
1631 2170 13 5
1631 2170 13 5
1631 931 13 5
1632 2689 13 5
1632 2689 13 5
1632 3005 13 5
1632 3005 13 5
1632 3005 13 5
1632 1775 13 5
1632 1775 13 5
1632 1191 13 5
1632 955 13 5
1632 2714 13 5
1632 2170 13 5
1632 2170 13 5
1632 2170 13 5
1632 2170 13 5
1633 1586 13 5
1633 1793 13 5
1633 1751 13 5
1633 3155 13 5
1633 1554 13 5
1633 1970 13 5
1633 2657 13 5
1633 3813 13 5
1633 3813 13 5
1633 985 13 5
1633 979 13 5
1633 3329 13 5
1633 2171 13 5
1633 955 13 5
1633 1065 13 5
1633 1065 13 5
1633 1065 13 5
1633 1065 13 5
1633 1065 13 5
1633 1065 13 5
1633 11 13 5
1633 2170 13 5
1633 2170 13 5
1633 2170 13 5
1633 2585 13 5
1634 2901 13 5
1634 1512 13 5
1634 1465 13 5
1634 1191 13 5
1634 1191 13 5
1634 896 13 5
1634 2703 13 5
1634 1666 13 5
1634 1065 13 5
1634 1065 13 5
1634 1065 13 5
1634 1065 13 5
1634 1065 13 5
1634 2170 13 5
1634 2170 13 5
1634 1299 13 5
1634 1299 13 5
1635 1111 13 5
1635 813 13 5
1635 482 13 5
1635 58 13 5
1635 2170 13 5
1635 2170 13 5
1635 2269 13 5
1636 2565 13 5
1636 3530 43 5
1636 2170 13 5
1636 2170 13 5
1636 2170 13 5
1637 217 13 5
1637 1751 13 5
1637 1111 13 5
1637 2171 13 5
1637 2511 13 5
1637 2511 13 5
1637 2511 13 5
1637 2511 13 5
1637 43 13 5
1637 11 13 5
1637 2170 13 5
1637 2170 13 5
1637 2170 13 5
1637 2170 13 5
1637 1136 13 5
1638 797 13 5
1638 2326 13 5
1638 2901 13 5
1638 1775 13 5
1638 1191 13 5
1638 1191 13 5
1638 1191 13 5
1638 2810 13 5
1638 81 13 5
1638 2170 13 5
1638 2170 13 5
1638 2170 13 5
1639 515 12 4
1639 1104 38 4
1639 1191 38 4
1639 1191 38 4
1639 2810 38 4
1639 687 38 4
1639 2170 13 5
1639 2170 13 5
1639 2591 2 8
1640 1002 43 5
1640 1751 13 5
1640 2132 14 6
1640 1108 46 6
1640 3530 43 5
1640 2165 13 5
1640 3373 43 5
1640 2170 13 5
1640 2170 13 5
1640 958 43 5
1641 2750 31 3
1641 2750 31 3
1641 2475 13 5
1641 2326 11 3
1641 234 31 3
1641 2170 13 5
1641 2170 13 5
1641 1006 43 5
1642 3734 13 5
1642 1793 24 4
1642 1793 43 5
1642 1793 13 5
1642 1793 13 5
1642 2923 13 5
1642 1371 23 5
1642 1371 23 5
1642 2885 13 5
1642 2885 13 5
1642 1569 13 5
1642 1065 13 5
1642 1065 13 5
1642 2170 13 5
1642 2170 13 5
1643 2923 13 5
1643 1751 13 5
1643 3724 17 1
1643 1554 13 5
1643 3067 13 5
1643 3580 13 5
1643 2547 13 5
1643 2170 13 5
1643 2170 13 5
1643 2170 13 5
1643 2170 13 5
1644 2750 31 3
1644 2750 17 1
1644 1751 13 5
1644 797 13 5
1644 797 13 5
1644 2017 13 5
1644 2565 13 5
1644 235 11 3
1644 1397 13 5
1644 2703 13 5
1644 2703 13 5
1644 1065 13 5
1644 1065 13 5
1644 2170 13 5
1645 2475 46 6
1645 2326 13 5
1645 2326 13 5
1645 388 28 5
1645 1724 46 6
1645 2903 22 6
1645 1191 28 5
1645 798 13 5
1645 2714 28 5
1645 2170 13 5
1646 2361 51 0
1646 2115 51 0
1646 2115 51 0
1646 1512 29 5
1646 3487 33 0
1646 400 33 0
1646 400 33 0
1646 2170 13 5
1646 2170 13 5
1646 1299 13 5
1646 1299 13 5
1646 1299 13 5
1647 3319 28 5
1647 3319 13 5
1647 1651 29 5
1647 396 28 5
1647 2883 23 5
1647 1244 13 5
1647 3037 13 5
1647 3037 23 5
1647 2170 13 5
1647 931 13 5
1647 931 46 6
1648 1002 29 5
1648 1586 13 5
1648 2782 13 5
1648 498 13 5
1648 2772 29 5
1648 1512 29 5
1648 1747 13 5
1648 3525 29 5
1648 3526 20 1
1648 2703 13 5
1648 2703 13 5
1648 1065 13 5
1648 525 29 5
1648 525 29 5
1648 3634 29 5
1648 2170 13 5
1648 3817 13 5
1648 3528 29 5
1649 3594 11 3
1649 3319 11 3
1649 2565 13 5
1649 2565 13 5
1649 2781 13 5
1649 1598 13 5
1649 2916 11 3
1649 948 43 5
1649 2883 13 5
1649 1065 13 5
1649 2170 13 5
1649 1319 9 1
1649 2232 13 5
1649 3545 43 5
1650 1427 28 5
1650 388 28 5
1650 3377 28 5
1650 3377 14 6
1650 3377 28 5
1650 907 28 5
1650 2927 28 5
1650 2927 28 5
1650 379 28 5
1650 379 23 5
1650 2502 23 5
1650 2502 28 5
1650 2926 28 5
1651 3757 2 8
1651 3757 2 8
1651 3755 2 8
1651 1150 2 8
1651 1229 2 8
1651 3377 14 6
1651 3377 14 6
1651 3377 2 8
1651 2927 28 5
1651 2927 28 5
1651 2927 28 5
1651 1445 2 8
1651 93 14 6
1652 532 28 5
1652 388 28 5
1652 388 28 5
1652 388 28 5
1652 3377 28 5
1652 3377 28 5
1652 439 28 5
1652 1538 33 0
1652 1355 0 8
1652 781 0 8
1652 997 11 3
1652 2927 28 5
1652 2927 28 5
1652 2502 28 5
1653 3377 28 5
1653 3377 28 5
1653 1134 31 3
1653 2927 28 5
1653 2927 28 5
1653 145 28 5
1653 1275 31 3
1654 388 13 5
1654 3377 28 5
1654 3377 28 5
1654 1501 28 5
1654 2889 11 3
1654 2927 28 5
1654 2927 28 5
1654 413 28 5
1654 413 28 5
1654 2926 28 5
1654 3556 11 3
1655 3377 28 5
1655 3377 20 1
1655 3377 2 8
1655 3377 20 1
1655 3377 28 5
1655 3377 28 5
1655 3377 28 5
1655 1993 13 5
1655 3455 28 5
1655 2927 28 5
1655 2927 28 5
1655 2927 28 5
1655 2352 28 5
1655 2924 28 5
1655 974 28 5
1656 2736 28 5
1656 3377 28 5
1656 3377 28 5
1656 1251 28 5
1656 2289 28 5
1656 2927 28 5
1656 2927 28 5
1656 2926 28 5
1657 1586 23 5
1657 2782 13 5
1657 1554 13 5
1657 3377 20 1
1657 1730 2 8
1657 1993 20 1
1657 2927 28 5
1657 1922 43 5
1657 1922 43 5
1658 1751 13 5
1658 1725 28 5
1658 388 28 5
1658 388 28 5
1658 3377 28 5
1658 3377 28 5
1658 3377 28 5
1658 34 28 5
1658 580 13 5
1658 1666 28 5
1658 1666 13 5
1658 1666 28 5
1658 2927 28 5
1658 2927 28 5
1658 2927 28 5
1658 2057 28 5
1658 1922 28 5
1659 3377 28 5
1659 2927 28 5
1659 2927 28 5
1659 2927 28 5
1659 789 11 3
1659 2165 28 5
1660 3619 9 1
1660 3377 9 1
1660 3377 14 6
1660 1666 28 5
1660 2927 28 5
1660 2927 28 5
1660 93 22 6
1661 1002 43 5
1661 2869 17 1
1661 1725 20 1
1661 3377 20 1
1661 2167 43 5
1661 1032 17 1
1661 1338 28 5
1661 1671 9 1
1661 140 28 5
1661 2927 28 5
1662 577 31 3
1662 278 31 3
1662 3377 14 6
1662 3377 31 3
1662 3033 31 3
1662 1128 31 3
1662 2927 28 5
1662 2927 28 5
1663 363 49 3
1663 2736 20 1
1663 3377 20 1
1663 3377 20 1
1663 3777 17 1
1663 1972 28 5
1663 538 49 3
1663 1666 28 5
1663 140 49 3
1663 140 49 3
1663 140 28 5
1663 2927 28 5
1663 2927 28 5
1663 1810 49 3
1663 1810 49 3
1663 2926 28 5
1664 3036 11 3
1664 1917 13 5
1664 3673 9 1
1664 388 28 5
1664 388 13 5
1664 3377 20 1
1664 260 13 5
1664 3317 31 3
1664 1666 11 3
1664 1666 13 5
1664 2927 28 5
1664 2927 28 5
1664 57 28 5
1664 57 20 1
1664 3161 13 5
1665 532 28 5
1665 3377 14 6
1665 3377 28 5
1665 2509 28 5
1665 1778 28 5
1665 2171 13 5
1665 140 28 5
1665 2927 28 5
1665 2927 28 5
1665 2927 28 5
1665 2924 28 5
1665 2924 28 5
1665 2924 28 5
1666 3057 31 3
1666 3377 20 1
1666 3377 20 1
1666 547 43 5
1666 429 20 1
1666 1750 28 5
1666 2927 28 5
1666 2927 28 5
1666 2057 43 5
1667 533 46 6
1667 3377 14 6
1667 3377 14 6
1667 2953 28 5
1667 1666 28 5
1667 1666 28 5
1667 2927 28 5
1667 2927 28 5
1667 496 48 6
1667 2502 28 5
1667 2926 28 5
1667 2924 28 5
1668 1971 31 3
1668 1751 31 3
1668 2356 31 3
1668 3410 31 3
1668 695 11 3
1668 3377 28 5
1668 2509 31 3
1668 1366 31 3
1668 3441 56 1
1668 3441 43 5
1668 2927 28 5
1668 2927 28 5
1668 3403 31 3
1669 363 49 3
1669 1704 26 2
1669 1704 26 2
1669 3377 14 6
1669 3377 14 6
1669 3473 49 3
1669 624 10 2
1669 2927 28 5
1669 2927 28 5
1669 2927 28 5
1669 3565 49 3
1669 668 28 5
1669 452 46 6
1670 1427 28 5
1670 1512 29 5
1670 3377 28 5
1670 2746 13 5
1670 987 29 5
1670 2045 28 5
1670 2927 28 5
1670 2927 28 5
1670 2927 28 5
1670 53 28 5
1670 1006 29 5
1670 3262 28 5
1670 592 29 5
1671 3377 28 5
1671 1457 48 6
1671 3265 45 6
1671 2927 28 5
1671 2927 28 5
1671 3572 13 5
1671 1275 31 3
1672 1229 51 0
1672 3786 28 5
1672 3377 20 1
1672 3377 20 1
1672 3377 20 1
1672 3550 9 1
1672 2929 28 5
1672 140 28 5
1672 140 28 5
1672 2611 28 5
1672 2927 28 5
1672 2927 28 5
1672 511 31 3
1672 3402 20 1
